channel,date,duration_female,duration_male,duration_noise,duration_music,total_duration,pct_female,pct_male,media_type
CNews,2017-02-12,2376.4,6170.1,513.3,267.6,8546.5,27.81,72.19,tv
CNews,2017-02-19,2332.4,5218.7,438.4,89.2,7551.1,30.89,69.11,tv
CNews,2017-02-26,784.1,2033.3,156.0,80.0,2817.5,27.83,72.17,tv
CNews,2017-03-05,2631.9,6795.5,221.9,258.0,9427.4,27.92,72.08,tv
CNews,2017-03-12,2214.9,5747.0,306.4,340.9,7961.9,27.82,72.18,tv
CNews,2017-03-19,3842.5,9537.8,831.4,632.1,13380.3,28.72,71.28,tv
CNews,2017-03-26,2478.0,4802.0,343.5,227.4,7280.0,34.04,65.96,tv
CNews,2017-04-02,4352.2,9055.1,1067.5,221.7,13407.3,32.46,67.54,tv
CNews,2017-04-09,3701.8,7309.7,603.4,313.2,11011.5,33.62,66.38,tv
CNews,2017-04-16,2718.9,7172.6,513.4,197.6,9891.6,27.49,72.51,tv
CNews,2017-04-23,2341.4,4638.7,228.5,209.5,6980.1,33.54,66.46,tv
CNews,2017-04-30,4073.1,7103.7,733.9,298.4,11176.8,36.44,63.56,tv
CNews,2017-05-07,562.6,1233.4,110.7,54.7,1796.0,31.32,68.68,tv
CNews,2017-05-14,675.9,1840.8,94.9,71.3,2516.7,26.86,73.14,tv
CNews,2017-05-21,2052.1,5295.6,403.9,180.0,7347.7,27.93,72.07,tv
CNews,2017-05-28,1968.2,4652.1,151.5,224.8,6620.3,29.73,70.27,tv
CNews,2017-06-04,2877.8,6160.9,497.1,411.3,9038.7,31.84,68.16,tv
CNews,2017-06-11,528.4,1173.8,66.5,38.7,1702.2,31.04,68.96,tv
CNews,2017-06-18,2997.1,6773.0,458.4,401.5,9770.1,30.68,69.32,tv
CNews,2017-06-25,1277.7,3550.2,149.4,86.5,4827.8,26.46,73.54,tv
CNews,2017-07-02,1086.4,2740.9,80.2,147.9,3827.3,28.39,71.61,tv
CNews,2017-07-09,1708.4,4186.7,438.1,179.5,5895.1,28.98,71.02,tv
CNews,2017-07-16,4207.8,10013.4,745.2,689.9,14221.2,29.59,70.41,tv
CNews,2017-07-23,2911.6,7438.0,819.8,445.2,10349.6,28.13,71.87,tv
CNews,2017-07-30,2299.3,6075.7,210.3,205.8,8375.0,27.45,72.55,tv
CNews,2017-08-06,1279.0,3114.7,190.3,191.1,4393.7,29.11,70.89,tv
CNews,2017-08-13,830.6,2099.5,112.4,59.9,2930.1,28.35,71.65,tv
CNews,2017-08-20,1149.5,3048.7,321.4,112.5,4198.2,27.38,72.62,tv
CNews,2017-08-27,641.5,1799.1,117.3,42.4,2440.5,26.28,73.72,tv
CNews,2017-09-03,723.4,1860.9,163.5,107.7,2584.3,27.99,72.01,tv
CNews,2017-09-10,1706.8,4516.1,381.7,159.0,6222.8,27.43,72.57,tv
CNews,2017-09-17,2431.5,5987.8,189.1,304.6,8419.3,28.88,71.12,tv
CNews,2017-09-24,2939.9,7985.3,782.2,154.2,10925.2,26.91,73.09,tv
CNews,2017-10-01,2396.0,5614.7,303.7,350.1,8010.7,29.91,70.09,tv
CNews,2017-10-08,3981.5,8120.4,526.8,280.4,12101.9,32.9,67.1,tv
CNews,2017-10-15,2011.8,4846.4,412.5,245.7,6858.1,29.33,70.67,tv
CNews,2017-10-22,1461.1,3029.5,344.0,222.1,4490.6,32.54,67.46,tv
CNews,2017-10-29,3042.0,5341.3,412.0,400.8,8383.3,36.29,63.71,tv
CNews,2017-11-05,1367.1,2837.1,111.3,198.4,4204.2,32.52,67.48,tv
CNews,2017-11-12,1149.3,2503.0,283.5,152.1,3652.3,31.47,68.53,tv
CNews,2017-11-19,3694.5,9608.2,1025.1,177.9,13302.7,27.77,72.23,tv
CNews,2017-11-26,4058.0,7675.2,404.7,546.6,11733.2,34.59,65.41,tv
CNews,2017-12-03,1070.8,2812.4,279.5,118.5,3883.2,27.58,72.42,tv
CNews,2017-12-10,550.0,1747.4,93.8,62.2,2297.3,23.94,76.06,tv
CNews,2017-12-17,2244.0,5122.8,474.0,177.4,7366.8,30.46,69.54,tv
CNews,2017-12-24,3520.3,7539.4,236.4,469.9,11059.7,31.83,68.17,tv
CNews,2017-12-31,4175.4,10088.9,1089.6,619.6,14264.2,29.27,70.73,tv
CNews,2018-01-07,2564.8,7170.0,601.0,207.0,9734.8,26.35,73.65,tv
CNews,2018-01-14,1388.0,2959.0,190.5,155.0,4346.9,31.93,68.07,tv
CNews,2018-01-21,4051.5,8988.2,491.7,634.2,13039.7,31.07,68.93,tv
CNews,2018-01-28,1853.9,5436.3,189.9,89.0,7290.2,25.43,74.57,tv
CNews,2018-02-04,3294.9,8995.2,789.7,557.7,12290.1,26.81,73.19,tv
CNews,2018-02-11,2463.9,6391.0,408.5,184.4,8854.9,27.82,72.18,tv
CNews,2018-02-18,2136.4,4068.4,472.8,220.9,6204.8,34.43,65.57,tv
CNews,2018-02-25,4038.2,8167.8,698.5,276.6,12206.0,33.08,66.92,tv
CNews,2018-03-04,2481.2,6473.0,395.3,143.2,8954.2,27.71,72.29,tv
CNews,2018-03-11,2058.6,4420.2,250.2,93.9,6478.7,31.77,68.23,tv
CNews,2018-03-18,1665.0,3910.8,280.5,224.1,5575.8,29.86,70.14,tv
CNews,2018-03-25,380.5,766.5,60.6,33.5,1147.0,33.17,66.83,tv
CNews,2018-04-01,832.0,1921.8,119.3,96.0,2753.9,30.21,69.79,tv
CNews,2018-04-08,490.3,1029.8,111.1,19.3,1520.1,32.25,67.75,tv
CNews,2018-04-15,657.2,1630.8,163.3,41.4,2288.0,28.72,71.28,tv
CNews,2018-04-22,1839.4,3465.9,162.7,249.7,5305.4,34.67,65.33,tv
CNews,2018-04-29,476.5,1017.4,76.7,49.3,1493.9,31.9,68.1,tv
CNews,2018-05-06,1952.9,4111.1,238.3,267.3,6064.0,32.21,67.79,tv
CNews,2018-05-13,1868.2,4354.1,373.1,111.5,6222.3,30.02,69.98,tv
CNews,2018-05-20,1208.1,2913.8,227.6,202.8,4121.9,29.31,70.69,tv
CNews,2018-05-27,1995.6,4574.2,431.6,204.4,6569.8,30.38,69.62,tv
CNews,2018-06-03,2156.6,5636.3,458.1,117.3,7792.9,27.67,72.33,tv
CNews,2018-06-10,3537.2,8434.7,339.1,263.7,11972.0,29.55,70.45,tv
CNews,2018-06-17,4798.4,8930.0,730.1,647.6,13728.3,34.95,65.05,tv
CNews,2018-06-24,1613.2,3577.4,132.0,218.5,5190.7,31.08,68.92,tv
CNews,2018-07-01,3576.2,8184.1,671.9,390.2,11760.3,30.41,69.59,tv
CNews,2018-07-08,800.5,2001.2,129.5,120.0,2801.7,28.57,71.43,tv
CNews,2018-07-15,3262.1,7535.2,847.0,127.3,10797.3,30.21,69.79,tv
CNews,2018-07-22,380.3,1018.7,50.2,27.7,1399.0,27.18,72.82,tv
CNews,2018-07-29,1901.4,4669.0,186.6,194.1,6570.4,28.94,71.06,tv
CNews,2018-08-05,3714.3,8555.1,837.8,313.9,12269.4,30.27,69.73,tv
CNews,2018-08-12,3198.7,7272.3,683.3,190.8,10471.0,30.55,69.45,tv
CNews,2018-08-19,331.2,789.7,65.7,41.6,1120.9,29.55,70.45,tv
CNews,2018-08-26,2729.1,5619.7,273.4,244.5,8348.8,32.69,67.31,tv
CNews,2018-09-02,3697.4,8335.8,790.7,207.5,12033.2,30.73,69.27,tv
CNews,2018-09-09,1594.4,3774.7,229.7,159.5,5369.0,29.7,70.3,tv
CNews,2018-09-16,1723.7,4007.4,307.8,59.4,5731.1,30.08,69.92,tv
CNews,2018-09-23,1511.9,3727.5,346.4,157.4,5239.3,28.86,71.14,tv
CNews,2018-09-30,3927.0,8514.5,254.4,254.5,12441.4,31.56,68.44,tv
CNews,2018-10-07,2686.0,5622.9,635.3,309.0,8308.8,32.33,67.67,tv
CNews,2018-10-14,2054.3,5504.1,351.2,310.9,7558.4,27.18,72.82,tv
CNews,2018-10-21,1915.5,4564.7,253.6,88.1,6480.2,29.56,70.44,tv
CNews,2018-10-28,1656.8,3925.9,297.7,214.8,5582.6,29.68,70.32,tv
CNews,2018-11-04,409.0,1031.1,71.7,64.1,1440.1,28.4,71.6,tv
CNews,2018-11-11,2475.3,4996.4,324.2,107.6,7471.7,33.13,66.87,tv
CNews,2018-11-18,599.5,2006.3,80.1,108.7,2605.8,23.01,76.99,tv
CNews,2018-11-25,3329.4,7295.9,242.9,347.8,10625.3,31.33,68.67,tv
CNews,2018-12-02,4398.0,9206.2,304.0,294.4,13604.3,32.33,67.67,tv
CNews,2018-12-09,743.4,1725.3,120.4,95.8,2468.7,30.11,69.89,tv
CNews,2018-12-16,884.1,2235.8,203.8,38.7,3119.9,28.34,71.66,tv
CNews,2018-12-23,3344.9,8302.5,827.1,219.1,11647.3,28.72,71.28,tv
CNews,2018-12-30,614.7,1578.3,155.4,78.9,2193.1,28.03,71.97,tv
CNews,2019-01-06,3866.8,8810.2,306.4,169.2,12677.0,30.5,69.5,tv
CNews,2019-01-13,1241.2,3352.5,271.7,78.6,4593.7,27.02,72.98,tv
CNews,2019-01-20,2663.8,5809.7,228.5,419.7,8473.6,31.44,68.56,tv
CNews,2019-01-27,2391.1,5124.4,354.2,374.4,7515.5,31.82,68.18,tv
CNews,2019-02-03,1944.4,4609.4,168.8,308.4,6553.8,29.67,70.33,tv
CNews,2019-02-10,4027.4,8263.6,474.4,493.3,12291.0,32.77,67.23,tv
CNews,2019-02-17,2580.8,6603.6,324.2,382.0,9184.3,28.1,71.9,tv
CNews,2019-02-24,947.5,2028.9,179.0,68.6,2976.4,31.83,68.17,tv
CNews,2019-03-03,2539.1,6879.9,422.8,355.2,9419.0,26.96,73.04,tv
CNews,2019-03-10,2403.4,5151.4,291.0,119.6,7554.8,31.81,68.19,tv
CNews,2019-03-17,3598.7,7297.7,322.8,398.5,10896.4,33.03,66.97,tv
CNews,2019-03-24,877.7,2442.6,110.6,103.8,3320.3,26.43,73.57,tv
CNews,2019-03-31,4474.8,9328.1,399.4,453.0,13803.0,32.42,67.58,tv
CNews,2019-04-07,3587.6,9777.0,408.8,329.8,13364.5,26.84,73.16,tv
CNews,2019-04-14,3061.8,6871.6,594.5,314.7,9933.4,30.82,69.18,tv
CNews,2019-04-21,3053.0,7921.6,243.1,530.1,10974.5,27.82,72.18,tv
CNews,2019-04-28,3944.1,9661.3,950.0,552.3,13605.3,28.99,71.01,tv
CNews,2019-05-05,677.0,1637.0,158.4,79.5,2314.1,29.26,70.74,tv
CNews,2019-05-12,3326.6,7743.6,509.4,134.9,11070.3,30.05,69.95,tv
CNews,2019-05-19,637.0,1767.4,134.9,51.5,2404.4,26.49,73.51,tv
CNews,2019-05-26,1048.7,2564.6,77.5,58.1,3613.2,29.02,70.98,tv
CNews,2019-06-02,3563.3,9258.3,265.7,525.1,12821.6,27.79,72.21,tv
CNews,2019-06-09,1150.9,2563.1,269.9,107.7,3714.0,30.99,69.01,tv
CNews,2019-06-16,1097.9,2140.4,148.1,57.6,3238.3,33.9,66.1,tv
CNews,2019-06-23,1718.5,4040.1,342.2,273.2,5758.7,29.84,70.16,tv
CNews,2019-06-30,1349.5,4250.5,231.5,221.4,5600.0,24.1,75.9,tv
CNews,2019-07-07,2820.3,9066.1,873.2,399.7,11886.4,23.73,76.27,tv
CNews,2019-07-14,1111.3,2287.6,163.1,102.6,3398.9,32.7,67.3,tv
CNews,2019-07-21,1889.2,5387.2,340.5,133.7,7276.3,25.96,74.04,tv
CNews,2019-07-28,3778.0,9318.3,957.6,528.9,13096.3,28.85,71.15,tv
CNews,2019-08-04,2727.2,7845.1,597.2,359.7,10572.3,25.8,74.2,tv
CNews,2019-08-11,689.9,1885.6,147.1,118.7,2575.5,26.79,73.21,tv
CNews,2019-08-18,2283.2,5488.5,475.3,105.6,7771.7,29.38,70.62,tv
CNews,2019-08-25,3601.7,9081.2,284.5,561.9,12682.9,28.4,71.6,tv
CNews,2019-09-01,4385.9,9774.7,381.5,439.8,14160.6,30.97,69.03,tv
CNews,2019-09-08,598.2,1343.4,57.1,33.0,1941.6,30.81,69.19,tv
CNews,2019-09-15,2878.3,6469.2,298.4,466.8,9347.6,30.79,69.21,tv
CNews,2019-09-22,1548.9,4040.6,415.3,267.9,5589.5,27.71,72.29,tv
CNews,2019-09-29,2463.8,6129.6,357.5,371.6,8593.4,28.67,71.33,tv
CNews,2019-10-06,3192.7,7764.7,400.9,117.0,10957.4,29.14,70.86,tv
CNews,2019-10-13,609.0,1357.5,117.0,72.5,1966.5,30.97,69.03,tv
CNews,2019-10-20,835.3,2351.5,177.8,109.2,3186.8,26.21,73.79,tv
CNews,2019-10-27,744.8,1615.4,104.8,107.0,2360.2,31.56,68.44,tv
CNews,2019-11-03,1830.0,4285.3,278.1,224.6,6115.2,29.92,70.08,tv
CNews,2019-11-10,2344.6,7029.2,500.0,337.8,9373.9,25.01,74.99,tv
CNews,2019-11-17,2788.7,6937.2,343.2,193.1,9725.9,28.67,71.33,tv
CNews,2019-11-24,2700.5,7417.4,568.3,188.8,10117.9,26.69,73.31,tv
CNews,2019-12-01,3637.1,9198.3,611.5,193.6,12835.4,28.34,71.66,tv
CNews,2019-12-08,1668.4,3800.3,388.7,162.9,5468.7,30.51,69.49,tv
CNews,2019-12-15,3492.1,9764.4,346.1,487.1,13256.5,26.34,73.66,tv
CNews,2019-12-22,796.0,1935.8,129.5,132.4,2731.8,29.14,70.86,tv
CNews,2019-12-29,2987.2,6464.5,554.2,348.4,9451.7,31.61,68.39,tv
LCI,1995-01-01,600.5,1346.7,75.8,83.5,1947.2,30.84,69.16,tv
LCI,1995-01-08,2891.9,6867.7,778.2,164.8,9759.6,29.63,70.37,tv
LCI,1995-01-15,1299.8,2512.0,111.4,103.3,3811.8,34.1,65.9,tv
LCI,1995-01-22,1822.2,4258.1,479.2,171.8,6080.3,29.97,70.03,tv
LCI,1995-01-29,1497.9,3149.8,119.4,209.1,4647.7,32.23,67.77,tv
LCI,1995-02-05,1408.2,3439.6,197.4,111.3,4847.8,29.05,70.95,tv
LCI,1995-02-12,2021.6,4660.4,297.5,311.7,6682.0,30.25,69.75,tv
LCI,1995-02-19,1513.5,3973.1,119.7,94.0,5486.6,27.59,72.41,tv
LCI,1995-02-26,4485.9,9262.5,847.8,244.3,13748.4,32.63,67.37,tv
LCI,1995-03-05,884.3,1644.4,129.6,92.6,2528.7,34.97,65.03,tv
LCI,1995-03-12,4008.7,8569.2,800.6,459.9,12577.9,31.87,68.13,tv
LCI,1995-03-19,3251.5,8304.4,303.3,209.8,11556.0,28.14,71.86,tv
LCI,1995-03-26,3032.1,6806.2,605.0,352.3,9838.3,30.82,69.18,tv
LCI,1995-04-02,2619.6,5758.3,411.9,224.5,8377.9,31.27,68.73,tv
LCI,1995-04-09,1660.7,3701.2,238.6,267.6,5361.9,30.97,69.03,tv
LCI,1995-04-16,3332.0,8032.4,825.6,281.2,11364.3,29.32,70.68,tv
LCI,1995-04-23,3887.1,7915.2,625.4,541.0,11802.3,32.93,67.07,tv
LCI,1995-04-30,4064.8,9894.1,673.7,263.9,13958.9,29.12,70.88,tv
LCI,1995-05-07,1539.7,3314.8,277.0,183.3,4854.5,31.72,68.28,tv
LCI,1995-05-14,1175.2,2612.8,209.5,85.5,3788.0,31.03,68.97,tv
LCI,1995-05-21,3872.5,8182.1,385.5,137.2,12054.6,32.12,67.88,tv
LCI,1995-05-28,4068.1,8314.0,535.0,212.8,12382.1,32.85,67.15,tv
LCI,1995-06-04,909.9,2016.8,158.0,114.4,2926.7,31.09,68.91,tv
LCI,1995-06-11,2335.7,5787.6,602.9,131.8,8123.3,28.75,71.25,tv
LCI,1995-06-18,3544.9,9179.8,966.2,330.8,12724.7,27.86,72.14,tv
LCI,1995-06-25,1555.7,3471.9,184.8,223.2,5027.6,30.94,69.06,tv
LCI,1995-07-02,817.0,1669.5,120.7,92.1,2486.5,32.86,67.14,tv
LCI,1995-07-09,4149.1,8861.6,558.4,293.0,13010.7,31.89,68.11,tv
LCI,1995-07-16,691.4,2180.3,125.5,111.7,2871.8,24.08,75.92,tv
LCI,1995-07-23,1614.5,4238.2,225.8,241.6,5852.7,27.59,72.41,tv
LCI,1995-07-30,3384.2,6876.0,759.3,382.9,10260.2,32.98,67.02,tv
LCI,1995-08-06,3804.1,7372.2,368.4,519.8,11176.3,34.04,65.96,tv
LCI,1995-08-13,3271.4,8425.8,484.1,203.1,11697.1,27.97,72.03,tv
LCI,1995-08-20,1330.8,3028.6,96.3,59.4,4359.4,30.53,69.47,tv
LCI,1995-08-27,2334.6,4620.5,400.4,294.8,6955.2,33.57,66.43,tv
LCI,1995-09-03,1809.2,3907.2,338.7,137.3,5716.4,31.65,68.35,tv
LCI,1995-09-10,3945.6,10155.2,346.5,426.0,14100.8,27.98,72.02,tv
LCI,1995-09-17,1549.8,3215.2,267.1,129.3,4765.0,32.53,67.47,tv
LCI,1995-09-24,952.6,2411.1,225.3,63.5,3363.7,28.32,71.68,tv
LCI,1995-10-01,3281.2,8061.4,556.9,146.2,11342.6,28.93,71.07,tv
LCI,1995-10-08,2907.8,7493.0,721.8,241.6,10400.8,27.96,72.04,tv
LCI,1995-10-15,2691.7,5722.3,316.4,111.1,8414.0,31.99,68.01,tv
LCI,1995-10-22,2456.5,4635.7,314.3,174.8,7092.2,34.64,65.36,tv
LCI,1995-10-29,2096.5,4998.9,277.4,244.7,7095.4,29.55,70.45,tv
LCI,1995-11-05,2239.5,4733.9,463.1,300.2,6973.4,32.12,67.88,tv
LCI,1995-11-12,1033.7,2623.0,221.7,64.3,3656.7,28.27,71.73,tv
LCI,1995-11-19,792.4,1867.0,128.2,124.4,2659.4,29.8,70.2,tv
LCI,1995-11-26,1317.7,3147.0,234.4,118.1,4464.8,29.51,70.49,tv
LCI,1995-12-03,2790.2,5654.8,351.0,371.8,8445.1,33.04,66.96,tv
LCI,1995-12-10,426.5,1191.3,40.6,80.3,1617.8,26.36,73.64,tv
LCI,1995-12-17,2974.0,6062.4,408.4,317.8,9036.5,32.91,67.09,tv
LCI,1995-12-24,700.0,1449.9,140.7,68.0,2149.9,32.56,67.44,tv
LCI,1995-12-31,923.1,2024.8,143.4,36.3,2947.8,31.31,68.69,tv
LCI,1996-01-07,3526.3,7437.0,549.4,271.7,10963.3,32.16,67.84,tv
LCI,1996-01-14,3294.9,8645.6,869.2,455.3,11940.5,27.59,72.41,tv
LCI,1996-01-21,1556.2,3306.8,152.9,170.1,4863.0,32.0,68.0,tv
LCI,1996-01-28,874.0,1533.9,67.8,59.0,2407.9,36.3,63.7,tv
LCI,1996-02-04,1344.3,3049.0,251.1,108.5,4393.3,30.6,69.4,tv
LCI,1996-02-11,1159.1,2267.6,257.7,142.2,3426.8,33.83,66.17,tv
LCI,1996-02-18,3086.8,6274.7,697.8,193.2,9361.5,32.97,67.03,tv
LCI,1996-02-25,2053.7,5004.8,355.6,244.5,7058.5,29.1,70.9,tv
LCI,1996-03-03,542.4,1222.1,38.7,47.3,1764.5,30.74,69.26,tv
LCI,1996-03-10,3236.3,6691.6,392.6,117.5,9927.9,32.6,67.4,tv
LCI,1996-03-17,987.2,2375.8,206.8,166.8,3363.0,29.36,70.64,tv
LCI,1996-03-24,4252.1,8353.7,288.6,588.0,12605.8,33.73,66.27,tv
LCI,1996-03-31,2131.3,5062.4,560.1,226.9,7193.7,29.63,70.37,tv
LCI,1996-04-07,1046.1,2191.2,195.8,85.6,3237.2,32.31,67.69,tv
LCI,1996-04-14,4252.5,9769.7,435.9,369.5,14022.2,30.33,69.67,tv
LCI,1996-04-21,1573.4,3428.8,219.2,142.4,5002.2,31.45,68.55,tv
LCI,1996-04-28,1346.1,2965.4,297.7,59.0,4311.5,31.22,68.78,tv
LCI,1996-05-05,1328.6,2837.4,206.5,180.0,4166.0,31.89,68.11,tv
LCI,1996-05-12,2471.6,4441.9,188.8,80.4,6913.5,35.75,64.25,tv
LCI,1996-05-19,3963.1,9508.7,768.3,369.8,13471.8,29.42,70.58,tv
LCI,1996-05-26,2890.2,5630.1,404.1,393.9,8520.3,33.92,66.08,tv
LCI,1996-06-02,2576.4,6384.3,514.2,363.9,8960.7,28.75,71.25,tv
LCI,1996-06-09,4167.7,9331.6,628.9,325.1,13499.3,30.87,69.13,tv
LCI,1996-06-16,4731.0,9398.8,1106.0,271.1,14129.8,33.48,66.52,tv
LCI,1996-06-23,2363.9,5244.2,270.6,188.1,7608.1,31.07,68.93,tv
LCI,1996-06-30,1259.0,3405.3,157.7,186.4,4664.2,26.99,73.01,tv
LCI,1996-07-07,1364.5,3512.0,304.3,120.7,4876.4,27.98,72.02,tv
LCI,1996-07-14,905.7,2121.9,184.0,141.1,3027.7,29.92,70.08,tv
LCI,1996-07-21,912.0,1918.3,69.1,134.1,2830.3,32.22,67.78,tv
LCI,1996-07-28,4075.4,9372.7,916.8,318.9,13448.2,30.3,69.7,tv
LCI,1996-08-04,4117.6,9668.5,745.6,177.7,13786.1,29.87,70.13,tv
LCI,1996-08-11,2759.3,5870.6,687.3,138.9,8629.9,31.97,68.03,tv
LCI,1996-08-18,3491.6,6275.1,464.2,203.9,9766.7,35.75,64.25,tv
LCI,1996-08-25,4213.0,8249.6,906.4,404.7,12462.7,33.81,66.19,tv
LCI,1996-09-01,1811.4,3483.8,274.2,129.0,5295.2,34.21,65.79,tv
LCI,1996-09-08,3142.3,6639.8,542.3,471.3,9782.1,32.12,67.88,tv
LCI,1996-09-15,1322.4,3609.2,208.8,181.0,4931.6,26.82,73.18,tv
LCI,1996-09-22,3472.4,8766.4,880.9,261.4,12238.9,28.37,71.63,tv
LCI,1996-09-29,661.2,1616.7,73.6,38.9,2278.0,29.03,70.97,tv
LCI,1996-10-06,2154.6,5223.2,289.1,239.0,7377.8,29.2,70.8,tv
LCI,1996-10-13,1620.7,3925.1,382.0,266.4,5545.8,29.22,70.78,tv
LCI,1996-10-20,1228.9,2905.4,108.0,98.4,4134.3,29.73,70.27,tv
LCI,1996-10-27,2962.1,6646.9,491.4,189.4,9609.0,30.83,69.17,tv
LCI,1996-11-03,1189.6,2791.0,241.1,71.2,3980.6,29.89,70.11,tv
LCI,1996-11-10,3222.7,6840.6,791.1,435.3,10063.3,32.02,67.98,tv
LCI,1996-11-17,2067.0,4534.4,524.8,320.7,6601.3,31.31,68.69,tv
LCI,1996-11-24,733.3,1882.7,195.0,46.4,2616.0,28.03,71.97,tv
LCI,1996-12-01,1353.7,3418.4,339.7,110.7,4772.1,28.37,71.63,tv
LCI,1996-12-08,3306.9,8619.0,950.1,520.3,11926.0,27.73,72.27,tv
LCI,1996-12-15,2787.6,5320.4,544.8,130.7,8108.0,34.38,65.62,tv
LCI,1996-12-22,2735.9,6778.9,632.0,384.9,9514.8,28.75,71.25,tv
LCI,1996-12-29,1540.5,3541.3,196.1,86.6,5081.8,30.31,69.69,tv
LCI,1997-01-05,3077.4,8797.5,884.5,157.9,11874.8,25.92,74.08,tv
LCI,1997-01-12,2342.0,5429.4,524.3,99.9,7771.3,30.14,69.86,tv
LCI,1997-01-19,2833.3,6663.6,275.0,464.0,9497.0,29.83,70.17,tv
LCI,1997-01-26,976.1,2154.8,175.4,60.5,3130.8,31.18,68.82,tv
LCI,1997-02-02,3256.6,8046.9,662.8,371.5,11303.5,28.81,71.19,tv
LCI,1997-02-09,1419.8,3123.2,260.1,219.3,4543.0,31.25,68.75,tv
LCI,1997-02-16,3113.0,5902.6,520.9,427.3,9015.7,34.53,65.47,tv
LCI,1997-02-23,967.5,2088.0,159.6,56.6,3055.4,31.66,68.34,tv
LCI,1997-03-02,2194.6,4825.3,212.2,132.7,7019.9,31.26,68.74,tv
LCI,1997-03-09,804.6,1912.5,186.3,51.2,2717.2,29.61,70.39,tv
LCI,1997-03-16,1867.1,4656.6,136.8,92.6,6523.7,28.62,71.38,tv
LCI,1997-03-23,857.4,1953.3,74.4,96.2,2810.7,30.51,69.49,tv
LCI,1997-03-30,4121.2,7959.5,894.0,260.3,12080.6,34.11,65.89,tv
LCI,1997-04-06,3358.9,7995.7,414.9,332.0,11354.5,29.58,70.42,tv
LCI,1997-04-13,4099.5,9340.6,875.4,162.8,13440.1,30.5,69.5,tv
LCI,1997-04-20,1073.4,1943.6,218.2,123.5,3017.0,35.58,64.42,tv
LCI,1997-04-27,4172.8,8753.5,523.1,271.8,12926.3,32.28,67.72,tv
LCI,1997-05-04,1089.3,2411.8,232.1,159.6,3501.2,31.11,68.89,tv
LCI,1997-05-11,3688.6,8158.8,637.3,589.5,11847.3,31.13,68.87,tv
LCI,1997-05-18,727.5,1895.0,57.7,59.4,2622.5,27.74,72.26,tv
LCI,1997-05-25,834.6,2425.9,159.8,51.8,3260.5,25.6,74.4,tv
LCI,1997-06-01,4139.2,8043.9,725.3,282.8,12183.1,33.98,66.02,tv
LCI,1997-06-08,995.7,2015.6,103.1,131.3,3011.2,33.07,66.93,tv
LCI,1997-06-15,391.7,905.3,46.7,50.8,1297.0,30.2,69.8,tv
LCI,1997-06-22,2806.9,5010.4,360.6,176.3,7817.2,35.91,64.09,tv
LCI,1997-06-29,4216.4,8848.8,285.2,382.0,13065.2,32.27,67.73,tv
LCI,1997-07-06,1683.7,3664.1,270.8,183.2,5347.8,31.48,68.52,tv
LCI,1997-07-13,2396.0,4917.5,581.6,80.5,7313.4,32.76,67.24,tv
LCI,1997-07-20,1025.9,2435.3,212.4,130.9,3461.2,29.64,70.36,tv
LCI,1997-07-27,2099.7,4407.1,292.9,302.0,6506.8,32.27,67.73,tv
LCI,1997-08-03,2567.3,5601.7,336.8,316.6,8169.0,31.43,68.57,tv
LCI,1997-08-10,1352.4,3569.6,215.3,63.3,4922.0,27.48,72.52,tv
LCI,1997-08-17,4575.7,9049.6,422.1,241.9,13625.3,33.58,66.42,tv
LCI,1997-08-24,3747.8,7099.5,461.1,487.4,10847.3,34.55,65.45,tv
LCI,1997-08-31,2754.7,5489.3,381.8,349.7,8244.0,33.41,66.59,tv
LCI,1997-09-07,2671.2,5503.0,604.9,147.7,8174.2,32.68,67.32,tv
LCI,1997-09-14,4092.6,9444.2,829.4,470.2,13536.9,30.23,69.77,tv
LCI,1997-09-21,2248.3,4644.6,344.0,284.4,6892.9,32.62,67.38,tv
LCI,1997-09-28,1471.8,3273.5,177.9,194.6,4745.4,31.02,68.98,tv
LCI,1997-10-05,2957.1,6382.7,488.9,179.0,9339.9,31.66,68.34,tv
LCI,1997-10-12,3544.3,7971.7,786.5,337.6,11516.0,30.78,69.22,tv
LCI,1997-10-19,3072.9,8009.3,646.8,202.4,11082.2,27.73,72.27,tv
LCI,1997-10-26,3454.2,8171.2,847.9,143.8,11625.3,29.71,70.29,tv
LCI,1997-11-02,4655.8,9629.6,489.4,354.9,14285.4,32.59,67.41,tv
LCI,1997-11-09,4501.8,9441.8,357.5,431.5,13943.6,32.29,67.71,tv
LCI,1997-11-16,2009.5,3356.2,405.4,111.6,5365.7,37.45,62.55,tv
LCI,1997-11-23,3060.1,6610.8,481.2,199.9,9670.9,31.64,68.36,tv
LCI,1997-11-30,4173.0,7296.0,285.3,442.1,11469.1,36.39,63.61,tv
LCI,1997-12-07,1072.5,2056.9,201.6,49.0,3129.4,34.27,65.73,tv
LCI,1997-12-14,1986.3,4123.3,253.7,97.5,6109.5,32.51,67.49,tv
LCI,1997-12-21,4398.8,8706.0,355.3,378.5,13104.7,33.57,66.43,tv
LCI,1997-12-28,2822.5,7089.6,788.0,339.0,9912.1,28.48,71.52,tv
LCI,1998-01-04,2267.7,4806.9,266.0,96.8,7074.6,32.05,67.95,tv
LCI,1998-01-11,3557.5,7518.6,805.0,462.4,11076.1,32.12,67.88,tv
LCI,1998-01-18,716.0,1877.8,172.2,86.3,2593.8,27.61,72.39,tv
