poids,age_groupe,tv_lineaire_freq,svod_usage,youtube_freq,rs_video_freq,radio_freq,podcast_freq,smart_tv,smartphone_video,annee_enquete
1.032,35-49,1,0,0,1,1,0,0,1,2024
0.8302,35-49,1,0,1,1,0,0,1,1,2024
1.0044,35-49,1,1,1,1,0,1,0,1,2024
1.0753,35-49,0,1,1,1,1,0,0,1,2024
0.8014,35-49,0,0,1,0,1,0,1,1,2024
1.1069,35-49,1,1,1,1,1,1,1,1,2024
0.8359,35-49,0,0,0,1,0,0,1,1,2024
0.9886,35-49,0,1,1,1,0,0,1,1,2024
0.9461,35-49,1,1,1,1,0,0,1,1,2024
1.1263,35-49,0,1,0,0,0,0,1,1,2024
1.0148,35-49,1,0,1,1,1,0,1,1,2024
1.1735,35-49,0,0,1,1,1,1,0,1,2024
0.9971,35-49,1,1,0,0,0,0,1,1,2024
1.0318,35-49,1,1,1,0,0,0,0,0,2024
1.111,35-49,0,0,1,1,1,0,0,1,2024
0.8091,35-49,1,1,1,0,1,0,0,0,2024
0.9614,35-49,1,1,1,0,0,0,1,0,2024
0.989,35-49,1,0,1,1,0,0,1,1,2024
1.1796,35-49,1,0,1,0,0,0,0,1,2024
0.8022,35-49,1,0,1,1,1,0,0,1,2024
0.9116,35-49,1,1,1,1,0,0,1,0,2024
0.8683,35-49,0,0,1,0,0,1,0,0,2024
1.0289,35-49,1,0,0,1,0,0,1,1,2024
0.9396,35-49,1,1,1,1,1,0,0,0,2024
0.9695,35-49,1,0,1,1,0,1,0,0,2024
1.039,35-49,1,0,1,1,1,0,0,1,2024
1.19,35-49,0,1,1,1,1,0,1,1,2024
0.8499,35-49,1,1,0,1,0,1,1,1,2024
1.02,35-49,1,1,0,0,1,0,1,1,2024
0.9952,35-49,0,1,0,1,0,0,1,1,2024
0.919,35-49,1,0,1,1,0,1,0,1,2024
1.1328,35-49,1,0,1,1,1,0,1,1,2024
1.1625,35-49,1,0,1,1,1,0,1,1,2024
0.8759,35-49,1,0,0,1,0,0,1,1,2024
1.1176,35-49,0,1,0,1,1,0,0,1,2024
0.8352,35-49,0,1,1,1,1,0,1,1,2024
1.0468,35-49,1,1,1,1,0,0,0,0,2024
0.9882,35-49,1,0,1,1,1,0,1,0,2024
0.9199,35-49,0,1,0,1,1,1,1,1,2024
0.9193,35-49,0,1,1,1,1,1,0,1,2024
0.9871,35-49,1,0,0,0,0,0,0,1,2024
0.9463,35-49,1,0,0,1,1,1,0,1,2024
0.9702,35-49,0,0,0,1,1,0,1,0,2024
1.0514,35-49,1,1,1,1,0,1,1,1,2024
0.8112,35-49,0,1,1,1,1,0,1,0,2024
0.8076,35-49,0,1,1,1,0,0,0,1,2024
0.9448,35-49,1,1,0,0,0,1,0,1,2024
0.9621,35-49,1,1,1,0,1,1,1,1,2024
0.8975,35-49,0,0,1,1,1,0,0,1,2024
1.1107,35-49,1,1,0,1,0,0,1,0,2024
0.9522,35-49,0,1,0,0,0,0,0,0,2024
0.869,35-49,1,1,1,0,1,0,0,0,2024
1.019,35-49,1,0,1,0,0,0,1,0,2024
1.0041,35-49,1,1,1,0,0,0,0,0,2024
1.0311,35-49,0,1,1,1,1,0,1,1,2024
1.1095,35-49,1,0,0,1,1,0,1,0,2024
0.8817,35-49,1,1,1,1,1,0,0,1,2024
1.1428,35-49,1,1,1,0,0,1,0,0,2024
1.0128,35-49,1,1,0,1,0,1,0,1,2024
1.1961,35-49,1,1,1,0,0,0,1,1,2024
0.9695,35-49,0,1,1,0,1,0,1,0,2024
0.8946,35-49,1,1,0,0,0,0,1,0,2024
0.9336,35-49,1,1,0,0,0,1,0,1,2024
1.0986,35-49,0,1,0,0,1,0,1,0,2024
1.1259,35-49,1,0,1,1,1,0,0,1,2024
1.1357,35-49,1,1,1,0,1,0,1,1,2024
1.0349,35-49,1,1,1,0,1,0,1,1,2024
0.8931,35-49,1,0,1,1,0,0,0,1,2024
1.0698,35-49,1,1,1,1,0,1,1,1,2024
0.945,35-49,1,1,1,1,0,0,1,1,2024
1.18,35-49,1,1,0,0,1,0,1,0,2024
0.956,35-49,1,0,1,1,1,0,1,0,2024
0.9689,35-49,1,0,1,1,1,0,0,1,2024
0.9072,35-49,1,1,1,1,0,0,1,1,2024
0.899,35-49,1,0,1,0,0,0,0,0,2024
1.0558,35-49,1,1,1,1,0,0,1,0,2024
1.0962,35-49,1,1,1,1,0,0,0,1,2024
0.8194,35-49,1,0,1,1,0,0,0,1,2024
0.9617,35-49,1,0,1,1,0,0,1,1,2024
0.9566,35-49,1,1,0,0,0,1,1,1,2024
1.0175,35-49,1,0,1,0,1,0,0,1,2024
1.0008,35-49,1,1,1,0,0,0,1,1,2024
1.1711,35-49,0,0,1,1,1,0,1,1,2024
0.8113,35-49,1,0,0,1,1,1,0,1,2024
0.8485,35-49,1,1,1,1,1,1,1,1,2024
0.8875,35-49,1,1,0,0,1,0,1,1,2024
0.9839,35-49,1,1,1,0,0,0,0,1,2024
0.8117,35-49,1,1,1,0,1,0,0,0,2024
1.0873,35-49,1,0,1,0,0,1,1,0,2024
1.1882,35-49,1,0,0,1,1,0,1,0,2024
0.842,35-49,0,1,0,1,0,0,1,0,2024
0.8319,35-49,1,0,0,1,1,0,1,0,2024
1.1765,35-49,1,0,1,1,0,0,1,0,2024
1.0446,35-49,0,1,1,0,1,0,1,1,2024
0.8343,35-49,1,1,0,1,1,0,1,1,2024
1.1963,35-49,0,1,1,0,0,1,1,0,2024
1.0611,35-49,1,1,0,1,1,1,1,1,2024
1.1697,35-49,1,0,0,0,0,0,0,0,2024
1.1658,35-49,1,0,0,1,0,0,0,1,2024
0.9518,35-49,1,1,1,1,0,1,1,1,2024
0.9894,35-49,0,0,0,0,0,0,1,0,2024
1.1183,35-49,1,1,1,1,0,0,0,1,2024
0.8394,35-49,1,1,0,1,0,0,1,0,2024
0.9857,35-49,1,0,1,1,1,0,0,0,2024
0.9623,50-64,1,0,1,0,1,1,0,1,2024
1.0987,50-64,1,0,1,0,0,0,1,0,2024
1.0421,50-64,0,0,0,1,1,1,1,0,2024
0.9595,50-64,1,0,0,1,1,0,1,1,2024
0.997,50-64,1,0,1,1,1,0,0,0,2024
0.8331,50-64,0,1,0,0,1,0,0,0,2024
0.996,50-64,1,0,1,0,0,0,1,0,2024
0.9573,50-64,1,0,0,1,1,1,1,1,2024
1.178,50-64,1,0,0,1,1,0,0,1,2024
1.1948,50-64,1,1,1,0,1,0,0,0,2024
1.0434,50-64,1,0,0,1,0,0,1,0,2024
0.8927,50-64,0,1,0,0,1,0,1,0,2024
1.1845,50-64,1,0,0,1,0,0,0,0,2024
1.1827,50-64,1,0,1,0,0,1,1,1,2024
0.8008,50-64,1,0,1,1,0,0,0,1,2024
1.0727,50-64,0,1,0,0,0,1,0,0,2024
1.1406,50-64,1,1,1,1,1,1,0,1,2024
1.0564,50-64,1,1,0,1,0,0,1,0,2024
1.0892,50-64,1,0,1,1,1,0,0,1,2024
0.9943,50-64,1,1,1,0,0,0,1,1,2024
0.9003,50-64,1,0,0,0,1,0,1,1,2024
0.9314,50-64,1,1,0,1,1,1,1,0,2024
1.1547,50-64,1,0,0,1,1,0,1,0,2024
0.8494,50-64,1,0,1,1,1,0,1,1,2024
1.1318,50-64,1,0,0,0,0,0,0,0,2024
0.8757,50-64,1,0,1,0,1,0,0,1,2024
0.8766,50-64,1,1,0,0,1,1,1,0,2024
1.0802,50-64,1,1,0,1,1,1,1,0,2024
0.9288,50-64,1,0,1,0,1,0,1,1,2024
1.0674,50-64,1,1,0,0,0,0,1,0,2024
0.8841,50-64,1,1,0,1,1,0,1,0,2024
1.086,50-64,1,0,0,1,1,0,0,0,2024
1.1182,50-64,1,0,0,1,0,0,1,0,2024
0.8622,50-64,1,1,0,0,0,0,0,1,2024
1.0044,50-64,0,0,0,0,1,0,1,0,2024
0.995,50-64,1,0,0,0,0,0,1,0,2024
1.1083,50-64,1,0,1,0,1,1,1,1,2024
1.1007,50-64,1,0,1,1,1,0,1,0,2024
1.111,50-64,0,1,0,0,1,0,1,0,2024
0.989,50-64,1,0,0,0,0,0,1,0,2024
0.8711,50-64,1,1,0,0,0,0,0,1,2024
1.1679,50-64,1,1,0,1,1,0,1,1,2024
0.9548,50-64,1,1,1,0,0,1,1,1,2024
1.1927,50-64,1,1,0,0,0,1,0,0,2024
1.1414,50-64,1,0,0,0,0,0,0,0,2024
0.8958,50-64,1,0,1,0,0,0,1,1,2024
0.8054,50-64,1,1,1,0,0,0,0,1,2024
1.0408,50-64,1,0,0,1,1,1,0,0,2024
0.8754,50-64,0,1,1,0,1,0,0,0,2024
1.1425,50-64,1,0,1,1,0,0,1,1,2024
0.8243,50-64,1,1,1,1,1,1,0,0,2024
1.0071,50-64,1,1,0,0,1,0,0,0,2024
0.8484,50-64,0,1,0,1,1,0,1,0,2024
1.0722,50-64,1,1,0,0,1,0,0,0,2024
0.9328,50-64,1,1,0,1,0,0,0,0,2024
1.0522,50-64,1,0,0,0,1,0,1,0,2024
0.9105,50-64,0,1,1,1,1,1,0,1,2024
1.0491,50-64,1,0,0,0,0,0,1,1,2024
0.8621,50-64,1,0,0,1,0,0,1,0,2024
1.017,50-64,0,0,0,0,1,0,1,0,2024
0.8667,50-64,1,1,0,0,1,1,1,0,2024
0.8591,50-64,1,0,0,0,1,0,1,0,2024
1.0743,50-64,1,0,1,0,1,0,1,1,2024
0.8878,50-64,1,0,1,0,1,0,1,1,2024
1.0161,50-64,1,1,0,1,0,1,1,0,2024
0.8817,50-64,1,1,1,0,1,0,0,1,2024
0.8475,50-64,1,1,0,1,1,0,1,1,2024
1.1781,50-64,1,0,1,1,1,0,0,1,2024
0.8534,50-64,1,0,0,1,1,0,0,0,2024
0.8133,50-64,1,0,0,0,0,0,1,0,2024
0.9137,50-64,1,0,0,0,1,0,1,0,2024
0.9676,50-64,1,1,0,0,1,0,1,1,2024
1.1483,50-64,0,0,1,0,0,0,1,0,2024
0.973,50-64,1,1,0,0,1,0,1,0,2024
0.9178,50-64,1,0,0,0,1,0,1,1,2024
1.112,50-64,1,1,1,0,1,0,0,1,2024
0.8653,50-64,1,1,1,1,1,0,1,0,2024
1.1612,50-64,1,0,1,0,0,0,1,1,2024
1.0002,50-64,1,0,1,1,0,0,1,0,2024
1.0121,50-64,1,0,0,0,1,0,0,1,2024
1.0766,50-64,0,0,1,0,1,0,0,0,2024
1.176,50-64,1,0,0,0,1,1,1,0,2024
0.8331,50-64,1,1,0,0,1,0,0,1,2024
0.8486,50-64,1,1,0,0,0,0,0,0,2024
1.0643,50-64,1,0,0,0,1,0,1,1,2024
1.0184,50-64,1,1,1,0,1,0,0,0,2024
1.0809,50-64,0,1,0,0,0,1,1,1,2024
0.9657,50-64,1,1,0,0,1,1,0,1,2024
1.098,50-64,1,1,0,0,1,0,1,1,2024
0.8211,50-64,1,0,1,1,0,0,1,0,2024
0.9499,50-64,1,0,1,0,1,0,0,1,2024
1.1584,50-64,1,0,0,1,1,0,0,1,2024
0.8887,50-64,1,0,1,1,1,0,1,0,2024
1.0893,50-64,1,1,1,0,0,0,1,0,2024
1.0296,50-64,1,0,0,0,0,0,1,1,2024
0.8317,50-64,1,0,1,0,1,0,0,1,2024
0.9492,50-64,1,0,0,0,1,0,0,0,2024
1.132,50-64,1,0,1,1,1,0,0,0,2024
0.9612,50-64,1,0,0,1,1,0,0,1,2024
0.8711,50-64,1,1,1,0,0,0,1,0,2024
0.8395,50-64,1,1,0,0,1,0,1,1,2024
1.0764,50-64,1,0,0,0,0,0,1,1,2024
1.0427,50-64,1,0,1,0,0,0,1,1,2024
1.0113,50-64,0,0,0,1,1,1,1,0,2024
1.0722,50-64,0,0,0,1,1,0,0,1,2024
0.8017,50-64,0,0,0,0,1,0,1,1,2024
0.8351,50-64,0,0,0,0,0,0,1,1,2024
0.9449,50-64,1,0,0,0,1,0,1,1,2024
0.9848,50-64,1,0,0,0,1,1,1,0,2024
0.9165,50-64,1,1,0,1,1,0,1,1,2024
1.0059,50-64,1,0,1,1,1,0,1,1,2024
1.0712,50-64,1,0,1,0,0,0,1,0,2024
1.0741,50-64,1,1,1,0,0,0,0,1,2024
1.0063,50-64,1,0,0,0,0,0,0,1,2024
0.8165,50-64,1,1,1,0,1,0,1,0,2024
1.1719,50-64,0,1,0,0,0,0,1,0,2024
1.1935,50-64,1,1,0,0,0,0,0,1,2024
1.1244,50-64,1,0,0,1,1,0,1,0,2024
0.8071,50-64,1,0,0,0,1,0,0,1,2024
1.0837,50-64,1,0,1,1,1,0,1,1,2024
1.1765,50-64,0,0,0,1,0,0,0,1,2024
1.0897,50-64,1,0,0,0,0,0,0,0,2024
0.9041,50-64,0,0,0,0,1,0,1,1,2024
1.1917,50-64,1,1,0,1,1,0,0,0,2024
0.9607,50-64,1,1,0,0,1,1,1,0,2024
0.8215,50-64,1,0,1,1,0,0,1,0,2024
1.1444,50-64,1,1,0,0,0,0,1,1,2024
0.8134,50-64,1,0,0,0,1,0,0,0,2024
0.8744,50-64,1,0,0,0,0,0,0,1,2024
1.1057,50-64,1,1,0,0,1,0,1,1,2024
0.887,50-64,1,0,1,0,0,0,1,1,2024
1.0952,50-64,1,0,1,0,0,0,0,0,2024
0.9164,50-64,1,1,1,1,1,1,0,0,2024
1.1773,50-64,1,0,1,0,0,0,0,0,2024
1.0782,50-64,1,1,0,1,0,0,1,0,2024
1.1819,50-64,1,0,1,0,0,0,1,1,2024
0.9082,50-64,1,0,0,0,0,0,1,1,2024
1.1474,50-64,1,0,1,1,1,0,1,1,2024
0.8425,50-64,1,1,1,0,0,0,1,0,2024
0.9608,50-64,1,1,0,0,1,0,1,1,2024
1.1455,50-64,0,1,0,1,0,1,0,1,2024
0.9749,50-64,1,0,1,0,1,0,1,1,2024
0.8919,50-64,1,1,1,0,1,0,1,1,2024
0.8694,50-64,1,0,0,1,1,0,1,0,2024
0.8644,50-64,1,1,1,0,0,0,1,0,2024
0.8013,50-64,1,0,0,1,0,0,1,1,2024
1.1957,50-64,0,0,0,0,0,0,1,1,2024
0.9614,50-64,0,0,0,1,0,1,0,0,2024
0.9097,50-64,1,1,0,0,0,1,1,1,2024
1.0423,50-64,1,1,1,0,0,0,0,1,2024
0.8935,50-64,1,0,0,1,1,0,1,0,2024
0.8289,50-64,1,0,0,0,0,0,1,0,2024
1.098,50-64,1,1,1,0,1,0,1,0,2024
0.8887,50-64,1,1,0,1,0,0,1,0,2024
1.0753,50-64,1,0,0,0,1,1,0,1,2024
1.0953,50-64,0,1,0,0,1,1,1,1,2024
0.997,50-64,1,1,1,0,0,0,1,1,2024
0.9969,50-64,1,1,0,0,0,0,1,0,2024
0.8117,50-64,1,1,0,0,0,1,1,1,2024
0.8883,50-64,1,0,0,0,1,0,0,0,2024
1.1336,50-64,0,0,1,0,0,0,1,1,2024
0.9859,50-64,1,0,1,0,1,0,1,1,2024
1.1959,50-64,1,0,1,0,1,1,0,0,2024
0.877,50-64,1,0,0,0,1,0,0,1,2024
0.9814,50-64,1,0,1,0,1,0,0,1,2024
0.957,50-64,0,0,0,1,1,0,1,0,2024
1.0592,50-64,1,0,1,0,0,0,1,0,2024
1.0256,50-64,1,0,0,0,1,1,1,1,2024
1.1356,50-64,0,0,1,0,1,1,1,0,2024
1.0568,50-64,0,0,1,1,1,0,1,0,2024
0.8329,50-64,1,0,0,0,0,0,0,0,2024
0.8598,50-64,1,0,0,0,0,0,1,1,2024
1.1823,50-64,1,1,0,0,0,0,0,1,2024
0.8959,50-64,0,0,1,0,0,0,0,1,2024
1.165,50-64,1,0,1,1,1,1,1,1,2024
1.1435,50-64,1,1,0,1,1,0,1,1,2024
0.9079,50-64,0,0,0,0,0,0,1,1,2024
0.9264,50-64,1,0,1,0,1,0,0,0,2024
1.1604,50-64,1,1,1,1,0,0,1,1,2024
0.8516,50-64,1,1,0,0,1,0,1,1,2024
0.8787,50-64,1,1,1,0,1,0,1,1,2024
1.0417,50-64,1,0,1,0,0,0,0,0,2024
1.0774,50-64,1,0,1,1,1,1,1,1,2024
1.0328,50-64,0,1,1,1,1,0,1,1,2024
0.8836,50-64,0,1,1,0,1,0,0,1,2024
0.8225,50-64,1,0,0,0,0,0,1,0,2024
0.8656,50-64,1,1,0,0,1,0,1,1,2024
0.8661,50-64,1,1,1,1,1,0,1,1,2024
0.854,50-64,0,1,0,0,1,0,1,1,2024
1.0413,50-64,1,0,1,0,1,0,1,0,2024
0.9851,50-64,1,1,1,0,0,0,0,1,2024
0.9875,50-64,1,1,0,1,1,0,0,0,2024
0.9814,50-64,1,0,0,0,0,1,0,1,2024
1.1877,50-64,1,1,0,0,0,1,0,1,2024
1.0119,50-64,1,0,0,0,0,0,1,1,2024
0.8352,50-64,1,1,0,0,0,0,0,0,2024
0.9103,50-64,1,1,0,0,0,1,0,0,2024
1.161,50-64,1,0,0,0,1,0,1,0,2024
0.9836,50-64,1,0,1,0,0,0,0,1,2024
1.1793,50-64,0,0,0,1,0,0,1,0,2024
0.8892,65+,1,1,1,0,1,0,1,1,2024
0.9447,65+,0,1,0,0,1,0,0,0,2024
1.1851,65+,1,0,0,0,1,0,0,0,2024
0.8812,65+,1,0,0,0,1,0,0,1,2024
1.0157,65+,1,1,0,0,1,0,1,0,2024
0.9375,65+,1,0,0,0,1,0,1,0,2024
1.0312,65+,1,1,0,0,1,0,1,1,2024
0.9397,65+,1,0,0,0,0,0,0,0,2024
1.0018,65+,1,0,0,0,1,0,0,0,2024
0.9635,65+,1,0,0,0,1,0,0,0,2024
0.8156,65+,1,0,0,0,1,0,1,0,2024
1.1839,65+,1,0,0,0,0,0,0,0,2024
1.0506,65+,1,1,0,0,1,0,0,0,2024
0.9395,65+,0,1,1,1,0,0,1,1,2024
1.1895,65+,1,1,0,0,1,0,1,0,2024
1.174,65+,0,1,0,0,1,0,0,0,2024
0.8959,65+,0,1,0,0,1,0,1,1,2024
1.0258,65+,1,0,0,1,1,0,1,0,2024
1.1658,65+,1,1,0,0,1,0,1,0,2024
1.1223,65+,1,0,1,0,1,0,1,0,2024
1.0147,65+,1,1,0,0,1,0,0,0,2024
0.8547,65+,1,0,0,0,0,0,1,0,2024
1.1939,65+,1,0,0,1,0,0,1,0,2024
0.8905,65+,1,0,0,1,0,1,1,0,2024
1.175,65+,1,0,0,0,0,0,1,0,2024
0.8811,65+,1,0,0,0,1,0,1,0,2024
1.1877,65+,1,0,0,0,0,0,1,0,2024
0.8692,65+,0,0,1,0,1,0,0,0,2024
1.017,65+,1,0,0,0,1,0,0,0,2024
1.0029,65+,0,1,0,0,0,0,0,0,2024
0.9076,65+,1,0,0,0,1,0,1,1,2024
1.1558,65+,1,1,0,0,1,0,0,0,2024
0.9951,65+,1,0,0,0,0,0,0,0,2024
1.1761,65+,1,0,0,0,0,0,1,0,2024
0.9416,65+,1,0,1,1,1,0,0,0,2024
1.1634,65+,1,0,0,0,0,0,1,0,2024
0.9811,65+,1,0,0,0,1,0,1,1,2024
0.9189,65+,1,0,1,0,0,0,1,0,2024
0.8944,65+,1,0,0,1,0,0,0,0,2024
0.945,65+,1,0,0,0,0,0,0,0,2024
0.8099,65+,1,0,0,0,1,0,0,0,2024
0.9056,65+,1,0,0,0,0,1,1,0,2024
0.9815,65+,1,0,0,0,1,0,1,0,2024
0.8112,65+,1,0,0,0,1,0,0,0,2024
0.8975,65+,1,0,0,0,1,0,0,0,2024
0.9844,65+,1,0,1,0,0,0,1,0,2024
1.1151,65+,1,0,0,0,0,1,0,0,2024
1.1842,65+,1,0,1,0,1,0,1,0,2024
0.9262,65+,1,0,0,0,1,0,0,1,2024
1.0687,65+,0,1,0,0,1,0,1,0,2024
0.8098,65+,1,1,0,0,1,0,1,0,2024
1.1505,65+,1,0,0,0,1,0,1,1,2024
0.8468,65+,1,0,0,0,1,0,0,0,2024
0.8562,65+,1,0,0,0,0,0,1,0,2024
1.012,65+,1,0,0,0,1,0,1,0,2024
1.1551,65+,0,0,0,1,1,0,1,0,2024
1.1153,65+,1,0,0,1,0,0,0,0,2024
0.9874,65+,1,0,0,0,1,0,1,0,2024
1.0629,65+,0,1,0,0,1,0,1,1,2024
1.1565,65+,1,1,0,0,0,0,1,0,2024
0.9737,65+,1,1,0,0,0,0,0,0,2024
0.8131,65+,1,0,0,0,0,0,0,0,2024
0.8678,65+,1,0,0,0,0,0,1,0,2024
1.072,65+,1,0,0,0,0,0,0,0,2024
1.0874,65+,1,0,0,0,0,1,0,0,2024
0.9622,65+,1,0,0,0,1,0,1,1,2024
1.1163,65+,1,1,0,0,1,0,1,1,2024
0.9295,65+,1,1,0,0,1,0,1,0,2024
1.0225,65+,1,0,0,0,1,0,1,0,2024
1.1132,65+,1,0,0,1,1,0,0,0,2024
0.8231,65+,1,0,0,0,1,0,1,0,2024
0.8191,65+,1,0,0,0,1,0,0,0,2024
1.0595,65+,1,0,0,0,0,0,1,0,2024
1.048,65+,1,0,0,0,1,1,0,0,2024
1.0614,65+,1,0,0,0,1,0,1,0,2024
1.1267,65+,1,1,0,1,1,0,0,0,2024
1.0428,65+,1,1,1,0,1,0,0,0,2024
0.947,65+,1,1,0,0,0,0,0,0,2024
0.9501,65+,1,1,0,0,1,0,0,0,2024
1.19,65+,1,1,1,0,1,0,0,0,2024
0.804,65+,1,0,0,0,0,0,1,0,2024
0.9384,65+,1,0,0,0,1,0,1,1,2024
0.9617,65+,1,0,0,0,1,0,1,0,2024
0.9878,65+,1,0,1,0,1,0,1,0,2024
0.954,65+,1,0,0,0,1,1,1,0,2024
1.0887,65+,1,0,0,1,1,0,0,0,2024
1.0407,65+,1,1,1,1,1,0,1,0,2024
0.8934,65+,1,0,1,0,0,0,0,0,2024
1.0537,65+,1,1,0,0,0,0,1,0,2024
1.022,65+,1,1,0,0,1,1,0,0,2024
1.0159,65+,0,0,1,0,1,0,1,0,2024
1.1638,65+,1,1,0,0,1,0,1,0,2024
0.8885,65+,1,0,0,0,1,0,1,0,2024
1.1452,65+,1,0,1,0,1,0,0,1,2024
1.0724,65+,1,1,0,0,1,1,0,0,2024
1.104,65+,1,1,0,0,1,0,1,0,2024
0.9344,65+,1,0,0,0,0,0,1,1,2024
0.839,65+,1,0,0,0,0,0,1,0,2024
1.1726,65+,1,0,0,0,1,0,1,0,2024
0.9749,65+,1,0,0,1,1,0,0,0,2024
0.9637,65+,1,0,0,0,1,1,1,0,2024
1.1664,65+,1,0,0,0,1,0,0,0,2024
0.895,65+,1,0,0,0,0,0,1,0,2024
1.03,65+,1,0,1,0,0,1,0,1,2024
0.8965,65+,1,1,0,0,1,0,0,0,2024
1.0817,65+,1,0,0,0,1,0,0,1,2024
1.1803,65+,1,0,0,0,1,0,1,0,2024
0.8516,65+,1,0,0,0,0,0,0,0,2024
0.8548,65+,1,0,1,0,0,0,1,0,2024
1.0792,65+,1,0,0,0,1,1,1,1,2024
0.8232,65+,1,0,0,0,1,0,0,1,2024
1.1482,65+,1,1,0,1,0,0,0,0,2024
0.9893,65+,1,0,0,1,1,0,0,0,2024
0.8159,65+,0,0,1,0,1,0,1,0,2024
0.8694,65+,1,0,0,1,1,0,0,1,2024
1.0415,65+,1,0,0,0,1,0,0,0,2024
1.0425,65+,1,0,1,0,1,0,1,1,2024
1.1317,65+,1,0,0,0,1,0,0,0,2024
1.0766,65+,1,0,0,0,1,0,1,0,2024
0.9765,65+,1,0,0,1,0,0,0,1,2024
0.9815,65+,1,0,0,0,0,0,0,0,2024
1.1507,65+,0,0,0,0,0,1,1,0,2024
1.0717,65+,1,0,0,0,0,0,1,1,2024
1.1496,65+,1,0,1,1,0,0,1,1,2024
1.0174,65+,0,0,0,1,1,0,1,0,2024
1.141,65+,1,0,1,0,1,0,1,1,2024
1.0007,65+,1,0,1,0,0,0,1,0,2024
0.9901,65+,1,0,0,0,0,0,0,0,2024
0.9616,65+,0,0,1,0,1,0,0,0,2024
1.1189,65+,0,0,0,1,1,0,1,1,2024
1.1482,65+,1,0,1,0,0,0,0,0,2024
1.168,65+,1,0,0,0,1,0,0,0,2024
0.9103,65+,0,0,0,0,0,0,1,1,2024
1.0467,65+,1,0,0,0,0,1,0,1,2024
0.8432,65+,0,0,0,0,0,0,0,0,2024
1.0537,65+,1,0,1,1,1,0,1,0,2024
0.9249,65+,1,0,1,0,1,0,1,0,2024
1.0721,65+,1,0,1,0,1,0,0,0,2024
0.9884,65+,1,0,0,0,1,0,1,0,2024
1.1289,65+,0,1,0,0,1,0,0,0,2024
0.9113,65+,1,0,0,1,1,0,1,0,2024
1.1628,65+,1,0,1,0,0,0,1,0,2024
1.1977,65+,1,0,1,0,1,0,0,0,2024
1.0897,65+,1,1,0,0,0,0,1,0,2024
0.9349,65+,1,0,0,0,1,0,0,1,2024
0.9112,65+,1,0,0,0,1,0,0,0,2024
0.8187,65+,1,0,1,0,0,0,1,0,2024
1.0981,65+,0,0,0,0,0,0,0,0,2024
1.1828,65+,0,0,0,0,0,1,1,0,2024
1.0702,65+,1,1,0,0,0,0,1,0,2024
0.9408,65+,1,0,0,0,1,0,0,0,2024
0.8193,65+,1,0,0,0,1,0,1,0,2024
0.9905,65+,1,0,0,0,1,0,1,1,2024
0.9432,65+,1,0,1,0,1,0,1,0,2024
1.0081,65+,1,0,0,0,1,0,1,1,2024
0.9346,65+,1,0,0,1,1,0,1,0,2024
0.8857,65+,1,0,0,0,1,0,0,1,2024
1.1455,65+,1,0,0,0,1,0,0,1,2024
1.1948,65+,1,0,1,0,0,0,0,0,2024
1.1091,65+,1,0,0,0,1,0,0,1,2024
0.9356,65+,1,0,0,0,0,0,1,0,2024
0.9051,65+,0,0,0,0,0,0,1,1,2024
1.098,65+,1,0,0,1,1,0,1,1,2024
1.0783,65+,1,0,0,1,1,0,1,0,2024
0.8246,65+,1,0,0,0,1,0,1,1,2024
1.045,65+,1,0,0,0,1,0,1,0,2024
0.9713,65+,1,0,0,0,0,0,1,0,2024
1.0416,65+,1,0,1,1,0,0,1,0,2024
0.839,65+,1,0,0,0,1,0,1,0,2024
1.1369,65+,1,0,0,0,1,0,0,0,2024
0.8357,65+,1,0,1,0,1,0,0,0,2024
1.1596,65+,1,1,1,1,0,0,1,0,2024
1.0509,65+,1,0,1,1,1,0,0,0,2024
1.1563,65+,0,0,0,0,1,0,1,0,2024
1.1509,65+,1,0,0,0,1,0,0,0,2024
0.8165,65+,0,0,0,0,0,0,0,1,2024
0.8909,65+,1,0,0,0,1,0,1,0,2024
0.9633,65+,1,0,0,0,1,0,0,0,2024
1.0749,65+,1,0,0,0,0,0,1,0,2024
1.198,65+,1,0,0,0,0,0,0,0,2024
0.9624,65+,1,0,0,0,0,0,1,0,2024
1.179,65+,1,0,0,0,1,0,1,0,2024
0.8948,65+,0,0,0,0,0,0,1,0,2024
1.1397,65+,1,0,1,0,1,0,1,0,2024
0.8048,65+,1,0,0,0,1,0,1,0,2024
1.004,65+,1,0,1,0,0,0,0,0,2024
1.0543,65+,1,0,0,0,1,0,1,0,2024
0.8477,65+,1,0,0,0,1,0,1,0,2024
1.0008,65+,1,0,0,0,1,1,1,1,2024
0.9687,65+,1,0,0,0,0,0,1,0,2024
1.067,65+,1,0,0,0,1,0,1,0,2024
0.8259,65+,1,0,0,0,1,0,0,0,2024
1.0063,65+,1,1,0,0,1,0,1,0,2024
1.1962,65+,1,0,0,0,1,0,1,0,2024
0.8625,65+,1,0,0,1,0,0,1,0,2024
1.1401,65+,0,0,0,1,1,0,0,0,2024
0.9549,65+,1,1,1,0,1,0,1,0,2024
1.0724,65+,1,0,0,0,0,0,0,1,2024
0.9511,65+,1,0,0,0,0,0,0,0,2024
1.1066,65+,1,0,1,0,1,0,0,0,2024
