channel,year,month,date,theme,nb_sujets,pct_sujets,duration_seconds
M6,2006,7,2006-07-01,Économie,27,13.95,794.0
M6,2006,7,2006-07-01,Société,12,11.56,582.0
M6,2006,7,2006-07-01,Faits divers,26,11.9,466.0
M6,2006,7,2006-07-01,Sport,7,7.44,435.0
M6,2006,7,2006-07-01,Culture,4,4.47,293.0
M6,2006,7,2006-07-01,Environnement,6,3.55,235.0
M6,2006,7,2006-07-01,Justice,5,2.8,188.0
M6,2006,7,2006-07-01,Santé,2,1.77,89.0
M6,2006,7,2006-07-01,Sciences & Techno,0,0.64,43.0
M6,2006,7,2006-07-01,Météo,1,1.46,73.0
M6,2006,7,2006-07-01,Défense,1,0.82,56.0
M6,2006,7,2006-07-01,Autres,0,0.15,9.0
TF1,2006,8,2006-08-01,Politique intérieure,36,21.02,1305.0
TF1,2006,8,2006-08-01,International,20,16.92,759.0
TF1,2006,8,2006-08-01,Économie,23,14.23,689.0
TF1,2006,8,2006-08-01,Société,26,11.68,801.0
TF1,2006,8,2006-08-01,Faits divers,13,11.98,721.0
TF1,2006,8,2006-08-01,Sport,11,7.82,357.0
TF1,2006,8,2006-08-01,Culture,5,4.43,260.0
TF1,2006,8,2006-08-01,Environnement,11,4.59,319.0
TF1,2006,8,2006-08-01,Justice,6,2.78,187.0
TF1,2006,8,2006-08-01,Santé,1,1.81,71.0
TF1,2006,8,2006-08-01,Sciences & Techno,1,0.52,27.0
TF1,2006,8,2006-08-01,Météo,0,0.61,44.0
TF1,2006,8,2006-08-01,Défense,1,0.48,21.0
TF1,2006,8,2006-08-01,Autres,0,0.42,24.0
France 2,2006,8,2006-08-01,Politique intérieure,43,21.44,795.0
France 2,2006,8,2006-08-01,International,24,17.2,1218.0
France 2,2006,8,2006-08-01,Économie,22,14.79,643.0
France 2,2006,8,2006-08-01,Société,13,11.71,742.0
France 2,2006,8,2006-08-01,Faits divers,12,10.12,366.0
France 2,2006,8,2006-08-01,Sport,16,7.42,417.0
France 2,2006,8,2006-08-01,Culture,8,4.22,184.0
France 2,2006,8,2006-08-01,Environnement,5,3.93,176.0
France 2,2006,8,2006-08-01,Justice,4,3.08,173.0
France 2,2006,8,2006-08-01,Santé,3,2.16,140.0
France 2,2006,8,2006-08-01,Sciences & Techno,1,1.16,56.0
France 2,2006,8,2006-08-01,Météo,1,0.72,46.0
France 2,2006,8,2006-08-01,Défense,0,0.32,22.0
France 2,2006,8,2006-08-01,Autres,2,0.43,30.0
France 3,2006,8,2006-08-01,Politique intérieure,37,21.76,1090.0
France 3,2006,8,2006-08-01,International,18,17.78,860.0
France 3,2006,8,2006-08-01,Économie,19,14.7,658.0
France 3,2006,8,2006-08-01,Société,20,11.68,710.0
France 3,2006,8,2006-08-01,Faits divers,12,9.73,472.0
France 3,2006,8,2006-08-01,Sport,9,7.86,366.0
France 3,2006,8,2006-08-01,Culture,9,4.41,281.0
France 3,2006,8,2006-08-01,Environnement,9,3.85,234.0
France 3,2006,8,2006-08-01,Justice,6,2.6,144.0
France 3,2006,8,2006-08-01,Santé,4,2.25,99.0
France 3,2006,8,2006-08-01,Sciences & Techno,2,0.78,30.0
France 3,2006,8,2006-08-01,Météo,0,1.02,39.0
France 3,2006,8,2006-08-01,Défense,1,0.62,28.0
France 3,2006,8,2006-08-01,Autres,0,0.58,26.0
Arte,2006,8,2006-08-01,Politique intérieure,42,21.56,1485.0
Arte,2006,8,2006-08-01,International,21,18.16,1063.0
Arte,2006,8,2006-08-01,Économie,24,14.74,560.0
Arte,2006,8,2006-08-01,Société,19,11.57,800.0
Arte,2006,8,2006-08-01,Faits divers,14,9.7,360.0
Arte,2006,8,2006-08-01,Sport,10,7.83,379.0
Arte,2006,8,2006-08-01,Culture,6,4.85,292.0
Arte,2006,8,2006-08-01,Environnement,8,4.03,198.0
Arte,2006,8,2006-08-01,Justice,3,3.11,156.0
Arte,2006,8,2006-08-01,Santé,2,1.92,101.0
Arte,2006,8,2006-08-01,Sciences & Techno,3,0.9,38.0
Arte,2006,8,2006-08-01,Météo,1,0.99,43.0
Arte,2006,8,2006-08-01,Défense,4,0.42,30.0
Arte,2006,8,2006-08-01,Autres,2,0.68,30.0
M6,2006,8,2006-08-01,Politique intérieure,38,21.35,1451.0
M6,2006,8,2006-08-01,International,24,17.19,677.0
M6,2006,8,2006-08-01,Économie,22,14.11,586.0
M6,2006,8,2006-08-01,Société,15,12.1,755.0
M6,2006,8,2006-08-01,Faits divers,15,12.65,565.0
M6,2006,8,2006-08-01,Sport,6,7.2,359.0
M6,2006,8,2006-08-01,Culture,12,5.09,205.0
M6,2006,8,2006-08-01,Environnement,6,4.39,315.0
M6,2006,8,2006-08-01,Justice,8,2.98,118.0
M6,2006,8,2006-08-01,Santé,4,2.24,103.0
M6,2006,8,2006-08-01,Sciences & Techno,2,0.67,31.0
M6,2006,8,2006-08-01,Météo,2,0.81,41.0
M6,2006,8,2006-08-01,Défense,0,0.55,27.0
M6,2006,8,2006-08-01,Autres,1,0.96,53.0
TF1,2006,9,2006-09-01,Politique intérieure,28,20.75,824.0
TF1,2006,9,2006-09-01,International,31,17.01,702.0
TF1,2006,9,2006-09-01,Économie,20,14.15,877.0
TF1,2006,9,2006-09-01,Société,13,11.32,769.0
TF1,2006,9,2006-09-01,Faits divers,19,12.18,703.0
TF1,2006,9,2006-09-01,Sport,12,7.63,437.0
TF1,2006,9,2006-09-01,Culture,12,5.25,333.0
TF1,2006,9,2006-09-01,Environnement,4,3.96,249.0
TF1,2006,9,2006-09-01,Justice,1,2.4,143.0
TF1,2006,9,2006-09-01,Santé,4,1.59,103.0
TF1,2006,9,2006-09-01,Sciences & Techno,1,0.98,69.0
TF1,2006,9,2006-09-01,Météo,2,0.83,49.0
TF1,2006,9,2006-09-01,Défense,1,0.93,49.0
TF1,2006,9,2006-09-01,Autres,1,0.42,27.0
France 2,2006,9,2006-09-01,Politique intérieure,38,21.49,1455.0
France 2,2006,9,2006-09-01,International,18,17.49,753.0
France 2,2006,9,2006-09-01,Économie,31,14.97,580.0
France 2,2006,9,2006-09-01,Société,23,11.8,654.0
France 2,2006,9,2006-09-01,Faits divers,27,9.38,445.0
France 2,2006,9,2006-09-01,Sport,12,7.4,315.0
France 2,2006,9,2006-09-01,Culture,6,5.36,358.0
France 2,2006,9,2006-09-01,Environnement,5,4.38,165.0
France 2,2006,9,2006-09-01,Justice,4,2.5,124.0
France 2,2006,9,2006-09-01,Santé,1,2.0,74.0
France 2,2006,9,2006-09-01,Sciences & Techno,3,0.97,42.0
France 2,2006,9,2006-09-01,Météo,2,1.11,45.0
France 2,2006,9,2006-09-01,Défense,0,0.36,24.0
France 2,2006,9,2006-09-01,Autres,1,0.65,31.0
France 3,2006,9,2006-09-01,Politique intérieure,30,21.19,779.0
France 3,2006,9,2006-09-01,International,28,17.8,991.0
France 3,2006,9,2006-09-01,Économie,21,14.96,729.0
France 3,2006,9,2006-09-01,Société,20,12.0,444.0
France 3,2006,9,2006-09-01,Faits divers,9,9.61,618.0
France 3,2006,9,2006-09-01,Sport,13,7.88,434.0
France 3,2006,9,2006-09-01,Culture,9,4.92,281.0
France 3,2006,9,2006-09-01,Environnement,4,4.02,225.0
France 3,2006,9,2006-09-01,Justice,1,2.86,181.0
France 3,2006,9,2006-09-01,Santé,7,2.18,81.0
France 3,2006,9,2006-09-01,Sciences & Techno,3,0.86,41.0
France 3,2006,9,2006-09-01,Météo,1,0.87,50.0
France 3,2006,9,2006-09-01,Défense,0,0.39,24.0
France 3,2006,9,2006-09-01,Autres,1,0.39,16.0
Arte,2006,9,2006-09-01,Politique intérieure,36,21.36,1128.0
Arte,2006,9,2006-09-01,International,23,17.43,922.0
Arte,2006,9,2006-09-01,Économie,17,14.43,799.0
Arte,2006,9,2006-09-01,Société,13,11.97,805.0
Arte,2006,9,2006-09-01,Faits divers,13,9.47,466.0
Arte,2006,9,2006-09-01,Sport,15,7.46,362.0
Arte,2006,9,2006-09-01,Culture,7,4.43,254.0
Arte,2006,9,2006-09-01,Environnement,12,3.95,244.0
Arte,2006,9,2006-09-01,Justice,3,2.55,179.0
Arte,2006,9,2006-09-01,Santé,5,2.0,123.0
Arte,2006,9,2006-09-01,Sciences & Techno,0,0.86,56.0
Arte,2006,9,2006-09-01,Météo,0,1.38,77.0
Arte,2006,9,2006-09-01,Défense,1,0.35,24.0
Arte,2006,9,2006-09-01,Autres,2,0.41,18.0
M6,2006,9,2006-09-01,Politique intérieure,35,21.23,807.0
M6,2006,9,2006-09-01,International,34,16.9,805.0
M6,2006,9,2006-09-01,Économie,23,14.22,603.0
M6,2006,9,2006-09-01,Société,16,11.83,581.0
M6,2006,9,2006-09-01,Faits divers,18,12.48,624.0
M6,2006,9,2006-09-01,Sport,7,7.5,330.0
M6,2006,9,2006-09-01,Culture,9,4.96,339.0
M6,2006,9,2006-09-01,Environnement,5,3.59,249.0
M6,2006,9,2006-09-01,Justice,4,2.63,152.0
M6,2006,9,2006-09-01,Santé,3,2.05,75.0
M6,2006,9,2006-09-01,Sciences & Techno,1,0.53,29.0
M6,2006,9,2006-09-01,Météo,2,1.23,64.0
M6,2006,9,2006-09-01,Défense,0,0.29,19.0
M6,2006,9,2006-09-01,Autres,0,0.05,4.0
TF1,2006,10,2006-10-01,Politique intérieure,37,21.27,1158.0
TF1,2006,10,2006-10-01,International,19,17.24,981.0
TF1,2006,10,2006-10-01,Économie,18,14.16,885.0
TF1,2006,10,2006-10-01,Société,16,11.98,812.0
TF1,2006,10,2006-10-01,Faits divers,23,12.0,484.0
TF1,2006,10,2006-10-01,Sport,13,7.8,319.0
TF1,2006,10,2006-10-01,Culture,6,4.75,210.0
TF1,2006,10,2006-10-01,Environnement,6,3.79,241.0
TF1,2006,10,2006-10-01,Justice,4,3.08,171.0
TF1,2006,10,2006-10-01,Santé,8,1.1,62.0
TF1,2006,10,2006-10-01,Sciences & Techno,1,1.42,74.0
TF1,2006,10,2006-10-01,Météo,4,0.75,48.0
TF1,2006,10,2006-10-01,Défense,1,0.55,24.0
TF1,2006,10,2006-10-01,Autres,0,0.51,23.0
France 2,2006,10,2006-10-01,Politique intérieure,30,21.84,1207.0
France 2,2006,10,2006-10-01,International,28,17.76,1050.0
France 2,2006,10,2006-10-01,Économie,23,14.9,719.0
France 2,2006,10,2006-10-01,Société,15,12.0,593.0
France 2,2006,10,2006-10-01,Faits divers,6,10.21,585.0
France 2,2006,10,2006-10-01,Sport,11,7.8,366.0
France 2,2006,10,2006-10-01,Culture,4,4.93,229.0
France 2,2006,10,2006-10-01,Environnement,2,3.43,133.0
France 2,2006,10,2006-10-01,Justice,4,2.9,180.0
France 2,2006,10,2006-10-01,Santé,1,1.76,120.0
France 2,2006,10,2006-10-01,Sciences & Techno,1,0.66,43.0
France 2,2006,10,2006-10-01,Météo,0,1.26,77.0
France 2,2006,10,2006-10-01,Défense,2,0.58,33.0
France 2,2006,10,2006-10-01,Autres,0,0.92,37.0
France 3,2006,10,2006-10-01,Politique intérieure,25,21.48,810.0
France 3,2006,10,2006-10-01,International,31,17.76,739.0
France 3,2006,10,2006-10-01,Économie,20,14.96,861.0
France 3,2006,10,2006-10-01,Société,16,11.81,525.0
France 3,2006,10,2006-10-01,Faits divers,19,9.66,491.0
France 3,2006,10,2006-10-01,Sport,18,7.78,419.0
France 3,2006,10,2006-10-01,Culture,3,5.11,347.0
France 3,2006,10,2006-10-01,Environnement,5,4.07,199.0
France 3,2006,10,2006-10-01,Justice,3,3.2,130.0
France 3,2006,10,2006-10-01,Santé,2,1.62,77.0
France 3,2006,10,2006-10-01,Sciences & Techno,4,1.12,70.0
France 3,2006,10,2006-10-01,Météo,0,0.83,52.0
France 3,2006,10,2006-10-01,Défense,0,0.09,6.0
France 3,2006,10,2006-10-01,Autres,1,0.23,11.0
Arte,2006,10,2006-10-01,Politique intérieure,41,21.76,1232.0
Arte,2006,10,2006-10-01,International,30,17.64,1003.0
Arte,2006,10,2006-10-01,Économie,17,14.64,1026.0
Arte,2006,10,2006-10-01,Société,23,11.78,577.0
Arte,2006,10,2006-10-01,Faits divers,11,9.94,680.0
Arte,2006,10,2006-10-01,Sport,10,7.8,281.0
Arte,2006,10,2006-10-01,Culture,10,5.05,337.0
Arte,2006,10,2006-10-01,Environnement,9,4.26,171.0
Arte,2006,10,2006-10-01,Justice,2,2.97,199.0
Arte,2006,10,2006-10-01,Santé,2,1.4,93.0
Arte,2006,10,2006-10-01,Sciences & Techno,0,1.0,41.0
Arte,2006,10,2006-10-01,Météo,1,1.01,59.0
Arte,2006,10,2006-10-01,Défense,1,0.25,10.0
Arte,2006,10,2006-10-01,Autres,2,0.63,38.0
M6,2006,10,2006-10-01,Politique intérieure,30,20.99,991.0
M6,2006,10,2006-10-01,International,24,17.59,682.0
M6,2006,10,2006-10-01,Économie,18,14.05,640.0
M6,2006,10,2006-10-01,Société,21,11.62,718.0
M6,2006,10,2006-10-01,Faits divers,19,12.22,459.0
M6,2006,10,2006-10-01,Sport,10,7.21,308.0
M6,2006,10,2006-10-01,Culture,6,4.67,179.0
M6,2006,10,2006-10-01,Environnement,8,4.71,314.0
M6,2006,10,2006-10-01,Justice,8,3.24,169.0
M6,2006,10,2006-10-01,Santé,6,2.2,100.0
M6,2006,10,2006-10-01,Sciences & Techno,1,1.37,95.0
M6,2006,10,2006-10-01,Météo,1,0.83,50.0
M6,2006,10,2006-10-01,Défense,1,0.0,0.0
M6,2006,10,2006-10-01,Autres,0,0.54,24.0
TF1,2006,11,2006-11-01,Politique intérieure,32,21.15,1497.0
TF1,2006,11,2006-11-01,International,24,16.64,1035.0
TF1,2006,11,2006-11-01,Économie,19,14.22,882.0
TF1,2006,11,2006-11-01,Société,21,11.26,693.0
TF1,2006,11,2006-11-01,Faits divers,24,11.74,424.0
TF1,2006,11,2006-11-01,Sport,9,7.67,319.0
TF1,2006,11,2006-11-01,Culture,10,4.98,245.0
TF1,2006,11,2006-11-01,Environnement,8,3.51,240.0
TF1,2006,11,2006-11-01,Justice,1,3.07,183.0
TF1,2006,11,2006-11-01,Santé,4,2.32,127.0
TF1,2006,11,2006-11-01,Sciences & Techno,0,0.73,37.0
TF1,2006,11,2006-11-01,Météo,1,1.43,67.0
TF1,2006,11,2006-11-01,Défense,1,0.25,18.0
TF1,2006,11,2006-11-01,Autres,0,0.08,3.0
France 2,2006,11,2006-11-01,Politique intérieure,31,21.27,1264.0
France 2,2006,11,2006-11-01,International,28,18.07,1104.0
France 2,2006,11,2006-11-01,Économie,18,14.42,674.0
France 2,2006,11,2006-11-01,Société,17,12.63,580.0
France 2,2006,11,2006-11-01,Faits divers,19,10.16,711.0
France 2,2006,11,2006-11-01,Sport,16,7.67,404.0
France 2,2006,11,2006-11-01,Culture,10,4.55,310.0
France 2,2006,11,2006-11-01,Environnement,8,3.43,180.0
France 2,2006,11,2006-11-01,Justice,7,2.93,185.0
France 2,2006,11,2006-11-01,Santé,3,1.99,117.0
France 2,2006,11,2006-11-01,Sciences & Techno,1,1.58,81.0
France 2,2006,11,2006-11-01,Météo,3,0.57,21.0
France 2,2006,11,2006-11-01,Défense,0,0.15,11.0
France 2,2006,11,2006-11-01,Autres,1,1.13,78.0
France 3,2006,11,2006-11-01,Politique intérieure,37,21.67,873.0
France 3,2006,11,2006-11-01,International,27,17.39,635.0
France 3,2006,11,2006-11-01,Économie,21,14.76,884.0
France 3,2006,11,2006-11-01,Société,18,12.07,544.0
France 3,2006,11,2006-11-01,Faits divers,20,9.4,675.0
France 3,2006,11,2006-11-01,Sport,9,8.09,366.0
France 3,2006,11,2006-11-01,Culture,6,5.18,187.0
France 3,2006,11,2006-11-01,Environnement,6,4.31,308.0
France 3,2006,11,2006-11-01,Justice,2,2.84,151.0
France 3,2006,11,2006-11-01,Santé,3,2.43,117.0
France 3,2006,11,2006-11-01,Sciences & Techno,1,0.98,62.0
France 3,2006,11,2006-11-01,Météo,3,0.74,52.0
France 3,2006,11,2006-11-01,Défense,0,0.03,2.0
France 3,2006,11,2006-11-01,Autres,2,0.46,19.0
Arte,2006,11,2006-11-01,Politique intérieure,30,21.4,1454.0
Arte,2006,11,2006-11-01,International,29,17.32,963.0
Arte,2006,11,2006-11-01,Économie,22,14.74,664.0
Arte,2006,11,2006-11-01,Société,14,11.84,592.0
Arte,2006,11,2006-11-01,Faits divers,17,9.51,457.0
Arte,2006,11,2006-11-01,Sport,13,7.53,308.0
Arte,2006,11,2006-11-01,Culture,6,5.05,259.0
Arte,2006,11,2006-11-01,Environnement,3,3.74,152.0
Arte,2006,11,2006-11-01,Justice,5,3.35,235.0
Arte,2006,11,2006-11-01,Santé,4,2.36,161.0
Arte,2006,11,2006-11-01,Sciences & Techno,1,1.53,91.0
Arte,2006,11,2006-11-01,Météo,1,0.72,38.0
Arte,2006,11,2006-11-01,Défense,0,0.29,11.0
Arte,2006,11,2006-11-01,Autres,0,0.74,47.0
M6,2006,11,2006-11-01,Politique intérieure,28,21.15,1107.0
M6,2006,11,2006-11-01,International,27,16.81,1060.0
M6,2006,11,2006-11-01,Économie,19,14.36,661.0
M6,2006,11,2006-11-01,Société,18,11.27,739.0
M6,2006,11,2006-11-01,Faits divers,17,12.0,691.0
M6,2006,11,2006-11-01,Sport,18,7.46,469.0
M6,2006,11,2006-11-01,Culture,9,4.9,309.0
M6,2006,11,2006-11-01,Environnement,3,3.67,239.0
M6,2006,11,2006-11-01,Justice,7,3.82,139.0
M6,2006,11,2006-11-01,Santé,5,1.97,81.0
M6,2006,11,2006-11-01,Sciences & Techno,3,0.55,21.0
M6,2006,11,2006-11-01,Météo,3,0.64,43.0
M6,2006,11,2006-11-01,Défense,0,0.96,49.0
M6,2006,11,2006-11-01,Autres,2,0.27,14.0
TF1,2006,12,2006-12-01,Politique intérieure,32,21.05,1122.0
TF1,2006,12,2006-12-01,International,25,17.36,720.0
TF1,2006,12,2006-12-01,Économie,21,14.01,664.0
TF1,2006,12,2006-12-01,Société,10,11.75,542.0
TF1,2006,12,2006-12-01,Faits divers,17,12.6,614.0
TF1,2006,12,2006-12-01,Sport,13,7.54,493.0
TF1,2006,12,2006-12-01,Culture,8,4.61,217.0
TF1,2006,12,2006-12-01,Environnement,5,3.9,262.0
TF1,2006,12,2006-12-01,Justice,3,2.68,136.0
TF1,2006,12,2006-12-01,Santé,3,2.02,98.0
TF1,2006,12,2006-12-01,Sciences & Techno,1,0.45,22.0
TF1,2006,12,2006-12-01,Météo,2,0.83,33.0
TF1,2006,12,2006-12-01,Défense,3,1.17,66.0
TF1,2006,12,2006-12-01,Autres,0,0.32,22.0
France 2,2006,12,2006-12-01,Politique intérieure,31,21.54,1292.0
France 2,2006,12,2006-12-01,International,27,16.17,990.0
France 2,2006,12,2006-12-01,Économie,17,14.74,755.0
France 2,2006,12,2006-12-01,Société,15,12.36,861.0
France 2,2006,12,2006-12-01,Faits divers,26,9.87,639.0
France 2,2006,12,2006-12-01,Sport,16,7.74,431.0
France 2,2006,12,2006-12-01,Culture,9,5.1,212.0
France 2,2006,12,2006-12-01,Environnement,4,3.94,206.0
France 2,2006,12,2006-12-01,Justice,4,3.25,133.0
France 2,2006,12,2006-12-01,Santé,2,1.8,72.0
France 2,2006,12,2006-12-01,Sciences & Techno,1,0.76,39.0
France 2,2006,12,2006-12-01,Météo,2,1.18,59.0
France 2,2006,12,2006-12-01,Défense,0,0.83,32.0
France 2,2006,12,2006-12-01,Autres,1,0.05,3.0
France 3,2006,12,2006-12-01,Politique intérieure,36,21.25,1388.0
France 3,2006,12,2006-12-01,International,29,17.39,715.0
France 3,2006,12,2006-12-01,Économie,12,14.6,910.0
France 3,2006,12,2006-12-01,Société,22,11.95,436.0
France 3,2006,12,2006-12-01,Faits divers,21,9.97,641.0
France 3,2006,12,2006-12-01,Sport,9,7.7,546.0
France 3,2006,12,2006-12-01,Culture,7,5.58,319.0
France 3,2006,12,2006-12-01,Environnement,10,3.31,159.0
France 3,2006,12,2006-12-01,Justice,4,3.14,214.0
France 3,2006,12,2006-12-01,Santé,3,1.78,95.0
France 3,2006,12,2006-12-01,Sciences & Techno,1,0.27,16.0
France 3,2006,12,2006-12-01,Météo,3,0.99,45.0
France 3,2006,12,2006-12-01,Défense,3,0.69,38.0
France 3,2006,12,2006-12-01,Autres,1,0.0,0.0
Arte,2006,12,2006-12-01,Politique intérieure,32,21.1,852.0
Arte,2006,12,2006-12-01,International,29,17.66,1094.0
Arte,2006,12,2006-12-01,Économie,16,14.42,857.0
Arte,2006,12,2006-12-01,Société,19,11.72,486.0
Arte,2006,12,2006-12-01,Faits divers,15,10.01,611.0
Arte,2006,12,2006-12-01,Sport,10,7.95,391.0
Arte,2006,12,2006-12-01,Culture,11,4.53,169.0
Arte,2006,12,2006-12-01,Environnement,7,3.88,249.0
Arte,2006,12,2006-12-01,Justice,1,2.48,129.0
Arte,2006,12,2006-12-01,Santé,3,1.82,72.0
Arte,2006,12,2006-12-01,Sciences & Techno,2,0.96,56.0
Arte,2006,12,2006-12-01,Météo,0,0.93,48.0
Arte,2006,12,2006-12-01,Défense,1,0.57,24.0
Arte,2006,12,2006-12-01,Autres,0,0.47,19.0
M6,2006,12,2006-12-01,Politique intérieure,36,20.81,1366.0
M6,2006,12,2006-12-01,International,29,17.15,738.0
M6,2006,12,2006-12-01,Économie,21,14.6,990.0
M6,2006,12,2006-12-01,Société,20,11.85,684.0
M6,2006,12,2006-12-01,Faits divers,20,11.67,604.0
M6,2006,12,2006-12-01,Sport,9,7.95,427.0
M6,2006,12,2006-12-01,Culture,12,5.12,292.0
M6,2006,12,2006-12-01,Environnement,8,3.58,180.0
M6,2006,12,2006-12-01,Justice,7,2.54,115.0
M6,2006,12,2006-12-01,Santé,3,2.46,162.0
M6,2006,12,2006-12-01,Sciences & Techno,1,1.3,55.0
M6,2006,12,2006-12-01,Météo,0,0.91,33.0
M6,2006,12,2006-12-01,Défense,2,0.13,6.0
M6,2006,12,2006-12-01,Autres,2,0.27,11.0
TF1,2007,1,2007-01-01,Politique intérieure,43,20.89,1204.0
TF1,2007,1,2007-01-01,International,37,16.81,684.0
TF1,2007,1,2007-01-01,Économie,17,14.32,860.0
TF1,2007,1,2007-01-01,Société,18,11.89,760.0
TF1,2007,1,2007-01-01,Faits divers,24,12.12,675.0
TF1,2007,1,2007-01-01,Sport,9,7.5,369.0
TF1,2007,1,2007-01-01,Culture,8,5.22,231.0
TF1,2007,1,2007-01-01,Environnement,8,4.17,167.0
TF1,2007,1,2007-01-01,Justice,3,3.29,230.0
TF1,2007,1,2007-01-01,Santé,3,2.07,80.0
TF1,2007,1,2007-01-01,Sciences & Techno,0,1.16,67.0
TF1,2007,1,2007-01-01,Météo,1,0.77,36.0
TF1,2007,1,2007-01-01,Défense,0,0.91,45.0
TF1,2007,1,2007-01-01,Autres,1,0.64,32.0
France 2,2007,1,2007-01-01,Politique intérieure,34,21.71,1437.0
France 2,2007,1,2007-01-01,International,25,17.65,991.0
France 2,2007,1,2007-01-01,Économie,30,14.28,845.0
France 2,2007,1,2007-01-01,Société,13,12.13,579.0
France 2,2007,1,2007-01-01,Faits divers,18,9.51,616.0
France 2,2007,1,2007-01-01,Sport,9,7.86,458.0
France 2,2007,1,2007-01-01,Culture,6,4.95,272.0
France 2,2007,1,2007-01-01,Environnement,1,3.42,137.0
France 2,2007,1,2007-01-01,Justice,7,2.81,190.0
France 2,2007,1,2007-01-01,Santé,3,2.12,94.0
France 2,2007,1,2007-01-01,Sciences & Techno,1,0.43,29.0
France 2,2007,1,2007-01-01,Météo,1,0.42,27.0
France 2,2007,1,2007-01-01,Défense,1,0.81,50.0
France 2,2007,1,2007-01-01,Autres,0,0.8,33.0
France 3,2007,1,2007-01-01,Politique intérieure,34,21.24,1450.0
France 3,2007,1,2007-01-01,International,25,17.9,760.0
France 3,2007,1,2007-01-01,Économie,21,14.35,585.0
France 3,2007,1,2007-01-01,Société,20,12.05,586.0
France 3,2007,1,2007-01-01,Faits divers,17,10.18,600.0
France 3,2007,1,2007-01-01,Sport,12,8.15,332.0
France 3,2007,1,2007-01-01,Culture,7,5.15,276.0
France 3,2007,1,2007-01-01,Environnement,7,3.89,274.0
France 3,2007,1,2007-01-01,Justice,7,2.85,162.0
France 3,2007,1,2007-01-01,Santé,1,1.89,95.0
France 3,2007,1,2007-01-01,Sciences & Techno,3,1.03,74.0
France 3,2007,1,2007-01-01,Météo,1,1.81,77.0
France 3,2007,1,2007-01-01,Défense,0,0.44,23.0
France 3,2007,1,2007-01-01,Autres,2,0.35,13.0
Arte,2007,1,2007-01-01,Politique intérieure,26,21.39,834.0
Arte,2007,1,2007-01-01,International,24,17.38,694.0
Arte,2007,1,2007-01-01,Économie,23,15.24,641.0
Arte,2007,1,2007-01-01,Société,26,11.5,785.0
Arte,2007,1,2007-01-01,Faits divers,16,10.17,423.0
Arte,2007,1,2007-01-01,Sport,18,7.68,386.0
Arte,2007,1,2007-01-01,Culture,3,4.78,339.0
Arte,2007,1,2007-01-01,Environnement,10,4.1,170.0
Arte,2007,1,2007-01-01,Justice,5,3.4,131.0
Arte,2007,1,2007-01-01,Santé,4,2.08,98.0
Arte,2007,1,2007-01-01,Sciences & Techno,3,0.87,58.0
Arte,2007,1,2007-01-01,Météo,1,0.83,44.0
Arte,2007,1,2007-01-01,Défense,1,1.18,71.0
Arte,2007,1,2007-01-01,Autres,0,0.8,57.0
M6,2007,1,2007-01-01,Politique intérieure,31,21.22,1225.0
M6,2007,1,2007-01-01,International,19,16.96,997.0
M6,2007,1,2007-01-01,Économie,22,14.91,685.0
M6,2007,1,2007-01-01,Société,18,11.26,466.0
M6,2007,1,2007-01-01,Faits divers,21,12.75,590.0
M6,2007,1,2007-01-01,Sport,13,7.57,452.0
M6,2007,1,2007-01-01,Culture,11,5.39,361.0
M6,2007,1,2007-01-01,Environnement,6,3.91,212.0
M6,2007,1,2007-01-01,Justice,5,3.1,189.0
M6,2007,1,2007-01-01,Santé,5,1.94,82.0
M6,2007,1,2007-01-01,Sciences & Techno,2,0.45,27.0
M6,2007,1,2007-01-01,Météo,0,0.69,49.0
M6,2007,1,2007-01-01,Défense,0,0.45,31.0
M6,2007,1,2007-01-01,Autres,0,0.34,21.0
TF1,2007,2,2007-02-01,Politique intérieure,32,21.03,1140.0
TF1,2007,2,2007-02-01,International,21,17.07,626.0
TF1,2007,2,2007-02-01,Économie,19,14.62,984.0
TF1,2007,2,2007-02-01,Société,11,11.69,583.0
TF1,2007,2,2007-02-01,Faits divers,18,12.16,807.0
TF1,2007,2,2007-02-01,Sport,11,7.54,411.0
TF1,2007,2,2007-02-01,Culture,8,5.47,374.0
TF1,2007,2,2007-02-01,Environnement,7,3.32,171.0
TF1,2007,2,2007-02-01,Justice,5,3.47,196.0
TF1,2007,2,2007-02-01,Santé,4,1.84,83.0
TF1,2007,2,2007-02-01,Sciences & Techno,1,1.3,65.0
TF1,2007,2,2007-02-01,Météo,3,1.17,60.0
TF1,2007,2,2007-02-01,Défense,1,0.48,20.0
TF1,2007,2,2007-02-01,Autres,0,0.84,48.0
France 2,2007,2,2007-02-01,Politique intérieure,36,21.8,1430.0
France 2,2007,2,2007-02-01,International,21,18.29,1156.0
France 2,2007,2,2007-02-01,Économie,23,14.46,951.0
France 2,2007,2,2007-02-01,Société,18,12.12,478.0
France 2,2007,2,2007-02-01,Faits divers,10,10.08,691.0
France 2,2007,2,2007-02-01,Sport,14,8.29,503.0
France 2,2007,2,2007-02-01,Culture,2,4.69,297.0
France 2,2007,2,2007-02-01,Environnement,7,3.98,145.0
France 2,2007,2,2007-02-01,Justice,6,2.84,168.0
France 2,2007,2,2007-02-01,Santé,3,1.42,74.0
France 2,2007,2,2007-02-01,Sciences & Techno,1,1.3,55.0
